id_axis,TT,HS,GL,SSI
469,111.0,469.0,4.7916671480754003,4.7916671480754003,0.0
470,111.0,470.0,4.8018671480754005,4.8018671480754005,0.0
471,111.0,471.0,4.8120671480754007,4.8120671480754007,0.0
472,111.0,472.0,4.8222671480754,4.8222671480754,0.0
473,111.0,473.0,4.8324671480754002,4.8324671480754002,0.0
474,111.0,474.0,4.8426671480754004,4.8426671480754004,0.0
475,111.0,475.0,4.8528671480754006,4.8528671480754006,0.0
476,111.0,476.0,4.8630671480754,4.8630671480754,0.0
477,111.0,477.0,4.8732671480754002,4.8696775684501645,0.0035895796252356504
478,111.0,478.0,4.8834671480754004,4.8584335497290922,0.025033598346308139
479,111.0,479.0,4.8936671480754006,4.8471895310080209,0.04647761706737974
480,111.0,480.0,4.9038671480754008,4.8359455122869486,0.067921635788452228
481,111.0,481.0,4.9140671480754001,4.8247014935658772,0.08936565450952294
482,111.0,482.0,4.9242671480754003,4.8134574748448049,0.11080967323059543
483,111.0,483.0,4.9344671480754005,4.8022134561237335,0.13225369195166703
484,111.0,484.0,4.9446671480754008,4.7909694374026612,0.15369771067273952
485,111.0,485.0,4.9548671480754001,4.7797254186815898,0.17514172939381023
486,111.0,486.0,4.9650671480754003,4.7684813999605176,0.19658574811488272
487,111.0,487.0,4.9752671480754005,4.7572373812394462,0.21802976683595432
488,111.0,488.0,4.9854671480754007,4.7459933625183739,0.23947378555702681
489,111.0,489.0,4.9956671480754,4.7347493437973016,0.26091780427809841
490,111.0,490.0,5.0058671480754002,4.7235053250762302,0.28236182299917001
491,111.0,491.0,5.0160671480754004,4.7122613063551579,0.3038058417202425
492,111.0,492.0,5.0262671480754006,4.7010172876340865,0.3252498604413141
493,111.0,493.0,5.0364671480754,4.6897732689130143,0.3466938791623857
494,111.0,494.0,5.0466671480754002,4.6785292501919429,0.3681378978834573
495,111.0,495.0,5.0568671480754004,4.6672852314708706,0.38958191660452979
496,111.0,496.0,5.0670671480754006,4.6560412127497992,0.41102593532560139
497,111.0,497.0,5.0772671480754008,4.6447971940287269,0.43246995404667388
498,111.0,498.0,5.0874671480754001,4.6335531753076555,0.45391397276774459
499,111.0,499.0,5.0976671480754003,4.6223091565865833,0.47535799148881708
500,111.0,500.0,5.1078671480754005,4.6110651378655119,0.49680201020988868
501,111.0,501.0,5.1180671480754008,4.5998211191444396,0.51824602893096117
502,111.0,502.0,5.1282671480754001,4.5885771004233673,0.53969004765203277
503,111.0,503.0,5.1384671480754003,4.5773330817022959,0.56113406637310437
504,111.0,504.0,5.1486671480754005,4.5660890629812236,0.58257808509417686
505,111.0,505.0,5.1588671480754007,4.5548450442601522,0.60402210381524846
506,111.0,506.0,5.1690671480754,4.54360102553908,0.62546612253632006
507,111.0,507.0,5.1792671480754002,4.5323570068180086,0.64691014125739166
508,111.0,508.0,5.1894671480754004,4.5211129880969363,0.66835415997846415
509,111.0,509.0,5.1996671480754006,4.5098689693758649,0.68979817869953575
510,111.0,510.0,5.2098671480754,4.4986249506547926,0.71124219742060735
511,111.0,511.0,5.2200671480754002,4.4873809319337212,0.73268621614167895
512,111.0,512.0,5.2302671480754004,4.4761369132126489,0.75413023486275144
513,111.0,513.0,5.2404671480754006,4.4648928944915767,0.77557425358382392
514,111.0,514.0,5.2506671480754008,4.4536488757705053,0.79701827230489553
515,111.0,515.0,5.2608671480754001,4.442404857049433,0.81846229102596713
516,111.0,516.0,5.2710671480754003,4.4311608383283616,0.83990630974703873
517,111.0,517.0,5.2812671480754005,4.4199168196072893,0.86135032846811121
518,111.0,518.0,5.2914671480754008,4.4086728008862179,0.88279434718918282
519,111.0,519.0,5.3016671480754001,4.3974287821651457,0.90423836591025442
520,111.0,520.0,5.3118671480754003,4.3861847634440743,0.92568238463132602
521,111.0,521.0,5.3220671480754005,4.374940744723002,0.9471264033523985
522,111.0,522.0,5.3322671480754007,4.3636967260019306,0.96857042207347011
523,111.0,523.0,5.3424671480754,4.3524527072808583,0.99001444079454171
524,111.0,524.0,5.3526671480754002,4.341208688559786,1.0114584595156142
525,111.0,525.0,5.3628671480754004,4.3299646698387146,1.0329024782366858
526,111.0,526.0,5.3730671480754006,4.3187206511176424,1.0543464969577583
527,111.0,527.0,5.3832671480754,4.307476632396571,1.075790515678829
528,111.0,528.0,5.3934671480754002,4.2962326136754987,1.0972345343999015
529,111.0,529.0,5.4036671480754004,4.2849885949544273,1.1186785531209731
530,111.0,530.0,5.4138671480754006,4.273744576233355,1.1401225718420456
531,111.0,531.0,5.4240671480754008,4.2625005575122836,1.1615665905631172
532,111.0,532.0,5.4342671480754001,4.2512565387912113,1.1830106092841888
533,111.0,533.0,5.4444671480754003,4.24001252007014,1.2044546280052604
534,111.0,534.0,5.4546671480754005,4.2287685013490677,1.2258986467263329
535,111.0,535.0,5.4648671480754007,4.2175244826279963,1.2473426654474045
536,111.0,536.0,5.4750671480754001,4.206280463906924,1.2687866841684761
537,111.0,537.0,5.4852671480754003,4.1950364451858517,1.2902307028895486
538,111.0,538.0,5.4954671480754005,4.1837924264647803,1.3116747216106202
539,111.0,539.0,5.5056671480754007,4.1725484077437081,1.3331187403316926
540,111.0,540.0,5.5158671480754,4.1613043890226367,1.3545627590527634
541,111.0,541.0,5.5260671480754002,4.1500603703015644,1.3760067777738358
542,111.0,542.0,5.5362671480754004,4.138816351580493,1.3974507964949074
543,111.0,543.0,5.5464671480754006,4.1275723328594207,1.4188948152159799
544,111.0,544.0,5.5566671480754,4.1163283141383493,1.4403388339370506
545,111.0,545.0,5.5668671480754002,4.105084295417277,1.4617828526581231
546,111.0,546.0,5.5770671480754004,4.0938402766962056,1.4832268713791947
547,111.0,547.0,5.5872671480754006,4.0825962579751334,1.5046708901002672
548,111.0,548.0,5.5974671480754008,4.0713522392540611,1.5261149088213397
549,111.0,549.0,5.6076671480754001,4.0601082205329897,1.5475589275424104
550,111.0,550.0,5.6178671480754003,4.0488642018119174,1.5690029462634829
551,111.0,551.0,5.6280671480754005,4.037620183090846,1.5904469649845545
552,111.0,552.0,5.6382671480754007,4.0263761643697737,1.611890983705627
553,111.0,553.0,5.6484671480754001,4.0151321456487024,1.6333350024266977
554,111.0,554.0,5.6586671480754003,4.0038881269276301,1.6547790211477702
555,111.0,555.0,5.6688671480754005,3.9926441082065587,1.6762230398688418
556,111.0,556.0,5.6790671480754007,3.9814000894854864,1.6976670585899143
557,111.0,557.0,5.6892671480754,3.970156070764415,1.719111077310985
558,111.0,558.0,5.6994671480754002,3.9589120520433427,1.7405550960320575
559,111.0,559.0,5.7096671480754004,3.9476680333222705,1.76199911475313
560,111.0,560.0,5.7198671480754006,3.9364240146011991,1.7834431334742016
561,111.0,561.0,5.7300671480754009,3.9251799958801268,1.8048871521952741
562,111.0,562.0,5.7402671480754002,3.9139359771590554,1.8263311709163448
563,111.0,563.0,5.7504671480754004,3.9026919584379831,1.8477751896374173
564,111.0,564.0,5.7606671480754006,3.8914479397169117,1.8692192083584889
565,111.0,565.0,5.7708671480754008,3.8802039209958394,1.8906632270795614
566,111.0,566.0,5.7810671480754001,3.868959902274768,1.9121072458006321
567,111.0,567.0,5.7912671480754003,3.8577158835536958,1.9335512645217046
